day_of_week,cust_id,demand_kg,service_time,x_coor,y_coor,window_start,window_end,service_start,service_end,distance_moved
5,DEPOT_RETURN,0.0,0.0,20.0,25.0,,,1317.18,1317.18,475.1708
6,DEPOT,0.0,0.0,20.0,25.0,,,0.0,0.0,0.0
6,C079,1.3,2.0,43.5,15.0,480.0,753.0,480.0,482.0,25.5392
6,C484,0.0,3.6,28.5,14.5,480.0,742.0,500.01,503.61,40.5475
6,C255,2.9,0.4,31.5,11.5,510.0,703.0,510.0,510.4,44.7902
6,C383,2.6,2.2,7.0,18.5,570.0,702.0,570.0,572.2,70.2705
6,C128,1.0,4.0,2.0,27.5,585.0,742.0,585.0,589.0,80.5662
6,C336,1.9,1.0,1.0,30.0,585.0,724.0,592.23,593.23,83.2588
6,C100,2.4,4.0,27.5,42.5,600.0,838.0,628.39,632.39,112.5589
6,C049,2.9,2.0,14.0,17.5,570.0,754.0,666.49,668.49,140.9711
6,C583,3.1,2.8,18.5,15.5,585.0,732.0,674.4,677.2,145.8955
6,C358,2.6,3.6,18.0,13.0,600.0,751.0,680.25,683.85,148.445
6,C274,0.4,1.6,23.0,6.5,585.0,754.0,693.7,695.3,156.6456
6,C161,1.8,2.0,25.0,15.0,600.0,878.0,705.77,707.77,165.3777
6,C324,3.9,0.6,32.5,17.5,675.0,934.0,717.26,717.86,173.2834
6,C126,3.2,2.0,4.0,31.0,630.0,757.0,755.7,757.7,204.8191
6,C133,2.6,8.0,4.0,20.0,615.0,794.0,770.9,778.9,215.8191
6,C116,4.2,8.0,10.0,42.5,840.0,955.0,840.0,848.0,239.1054
6,C311,2.7,2.4,10.0,32.5,915.0,1210.0,915.0,917.4,249.1054
6,C578,4.5,5.4,4.0,28.0,930.0,1218.0,930.0,935.4,256.6054
6,C488,4.3,3.8,12.0,29.0,945.0,1126.0,945.07,948.87,264.6677
6,C192,0.5,4.0,33.5,42.5,960.0,1100.0,979.34,983.34,290.0547
6,C199,2.0,2.0,27.5,40.0,990.0,1219.0,991.14,993.14,296.5547
6,C198,3.7,4.0,29.0,37.5,945.0,1167.0,996.64,1000.64,299.4701
6,C184,1.6,4.0,35.0,29.0,975.0,1245.0,1013.12,1017.12,309.8745
6,C593,2.3,0.6,30.5,26.0,1005.0,1149.0,1023.61,1024.21,315.2828
6,C496,1.5,5.2,27.5,27.0,975.0,1245.0,1028.01,1033.21,318.4451
6,C191,2.1,2.0,30.0,30.0,1020.0,1155.0,1037.89,1039.89,322.3502
6,C220,3.4,1.8,22.5,32.5,1035.0,1195.0,1049.38,1051.18,330.2559
6,C210,3.7,3.2,15.0,30.0,1005.0,1182.0,1060.67,1063.87,338.1616
6,C414,2.2,2.0,2.5,22.5,990.0,1183.0,1081.36,1083.36,352.739
6,C346,2.6,0.2,1.0,24.0,990.0,1280.0,1085.91,1086.11,354.8603
6,C517,2.0,4.0,0.0,22.5,1065.0,1189.0,1088.27,1092.27,356.6631
6,C510,2.6,6.0,5.0,20.0,1005.0,1289.0,1098.98,1104.98,362.2532
6,C032,2.9,6.0,5.0,20.0,1050.0,1187.0,1104.98,1110.98,362.2532
6,C410,1.3,6.0,5.0,20.0,1110.0,1187.0,1110.98,1116.98,362.2532
6,C130,2.3,2.0,10.0,27.5,1095.0,1160.0,1127.79,1129.79,371.2671
6,C588,2.1,3.8,12.0,29.0,1080.0,1149.0,1132.79,1136.59,373.7671
6,C555,1.6,3.2,15.0,30.0,1080.0,1216.0,1140.39,1143.59,376.9294
6,C127,2.7,2.0,11.5,26.0,1080.0,1150.0,1149.97,1151.97,382.2445
6,C498,2.9,1.8,13.0,26.0,1095.0,1184.0,1153.77,1155.57,383.7445
6,C598,4.4,1.8,13.0,26.0,1155.0,1266.0,1155.57,1157.37,383.7445
6,C147,2.5,2.0,15.0,17.5,1080.0,1177.0,1167.85,1169.85,392.4766
6,C052,0.8,2.0,12.5,17.5,1110.0,1182.0,1172.85,1174.85,394.9766
6,C565,1.9,3.2,17.5,20.0,1110.0,1184.0,1181.55,1184.75,400.5667
6,C227,1.5,3.2,17.5,20.0,1185.0,1261.0,1185.0,1188.2,400.5667
6,C466,1.1,3.2,20.5,18.5,1185.0,1257.0,1192.22,1195.42,403.9208
6,C043,1.6,2.0,16.5,17.5,1125.0,1202.0,1200.37,1202.37,408.044
6,C047,4.3,2.0,15.0,17.5,1170.0,1243.0,1204.17,1206.17,409.544
6,C599,1.8,3.0,13.0,17.5,1140.0,1223.0,1208.57,1211.57,411.544
6,C152,3.9,2.0,12.5,17.5,1170.0,1244.0,1212.17,1214.17,412.044
6,C306,2.7,0.6,12.5,15.0,1170.0,1238.0,1217.17,1217.77,414.544
6,C457,0.0,4.6,15.0,12.5,1185.0,1270.0,1222.02,1226.62,418.0795
6,C040,1.3,2.0,17.5,15.0,1170.0,1247.0,1230.86,1232.86,421.615
6,C340,2.8,1.8,20.0,12.5,1170.0,1261.0,1237.1,1238.9,425.1506
6,C419,3.1,8.0,21.0,5.0,1170.0,1260.0,1247.98,1255.98,432.7169
6,C222,3.0,3.6,22.5,5.0,1185.0,1260.0,1257.78,1261.38,434.2169
6,C053,4.1,4.0,22.0,2.5,1020.0,1276.0,1264.44,1268.44,436.7664
6,C421,1.2,2.0,20.0,2.5,1230.0,1319.0,1270.84,1272.84,438.7664
6,C237,1.1,1.6,10.0,10.0,1005.0,1288.0,1287.84,1289.44,451.2664
6,C377,3.2,2.8,26.5,21.5,1185.0,1323.0,1313.57,1316.37,471.3786
6,DEPOT_RETURN,0.0,0.0,20.0,25.0,,,1325.23,1325.23,478.761
7,DEPOT,0.0,0.0,20.0,25.0,,,0.0,0.0,0.0
7,C019,0.2,2.0,7.5,40.0,360.0,546.0,360.0,362.0,19.5256
7,C061,1.4,2.0,25.0,15.0,420.0,642.0,420.0,422.0,50.042
7,C585,1.3,0.4,31.5,11.5,450.0,626.0,450.0,450.4,57.4244
7,C577,1.2,1.4,11.5,1.5,465.0,620.0,477.23,478.63,79.7851
7,C515,1.8,4.0,1.0,20.0,615.0,889.0,615.0,619.0,101.0572
7,C291,2.6,0.2,7.5,9.5,630.0,990.0,633.82,634.02,113.4062
7,C285,2.3,8.2,8.0,11.0,615.0,983.0,635.92,644.12,114.9874
7,C151,1.8,2.0,12.5,15.0,645.0,1036.0,651.34,653.34,121.0082
7,C218,3.0,2.4,10.0,20.0,660.0,1171.0,660.05,662.45,126.5983
7,C132,3.2,6.0,5.0,20.0,645.0,1183.0,668.45,674.45,131.5983
7,C027,3.3,2.0,11.5,26.0,675.0,1225.0,685.06,687.06,140.4443
7,C219,1.3,3.4,7.5,30.0,630.0,950.0,693.85,697.25,146.1011
7,C118,3.1,4.0,7.5,37.5,615.0,893.0,706.25,710.25,153.6011
7,C119,2.4,2.0,7.5,40.0,705.0,1080.0,713.25,715.25,156.1011
7,C016,1.8,8.0,10.0,42.5,660.0,1099.0,719.5,727.5,159.6366
7,C545,2.4,2.0,10.0,41.0,675.0,1263.0,729.3,731.3,161.1366
7,C262,2.7,3.8,12.0,29.0,735.0,1101.0,745.89,749.69,173.3022
7,C010,2.0,2.0,17.5,33.0,735.0,1024.0,757.85,759.85,180.1029
7,C105,1.9,2.0,21.0,32.5,630.0,1129.0,764.1,766.1,183.6384
7,C481,3.1,2.0,24.5,29.0,615.0,1112.0,772.04,774.04,188.5882
7,C454,2.4,3.2,27.5,30.0,690.0,969.0,777.83,781.03,191.7505
7,C187,3.8,4.0,32.0,23.0,660.0,932.0,791.02,795.02,200.0721
7,C329,2.1,1.8,32.0,21.0,645.0,1025.0,797.42,799.22,202.0721
7,C462,2.8,0.6,32.5,17.5,600.0,875.0,803.46,804.06,205.6076
7,C485,4.6,0.4,31.5,11.5,705.0,969.0,811.36,811.76,211.6904
7,C355,3.7,0.4,31.5,11.5,720.0,964.0,811.76,812.16,211.6904
7,C204,0.1,3.8,27.5,10.0,660.0,1200.0,817.29,821.09,215.9624
7,C072,4.5,2.0,26.5,15.0,750.0,1074.0,827.21,829.21,221.0614
7,C464,0.0,3.4,22.5,15.0,690.0,1139.0,834.01,837.41,225.0614
7,C055,1.7,2.0,21.0,7.5,840.0,1047.0,846.58,848.58,232.71
7,C523,2.5,6.0,19.0,2.5,855.0,1158.0,855.05,861.05,238.0951
7,C060,3.0,4.0,17.5,2.5,720.0,1029.0,862.85,866.85,239.5951
7,C287,3.2,5.2,14.0,9.0,720.0,982.0,875.7,880.9,246.9775
7,C397,3.4,2.4,12.5,10.5,810.0,1046.0,883.45,885.85,249.0989
7,C300,3.5,3.4,9.0,9.0,885.0,1097.0,890.42,893.82,252.9067
7,C458,2.4,4.0,7.5,5.0,855.0,1297.0,898.95,902.95,257.1787
7,C244,3.0,3.6,5.5,7.0,720.0,1161.0,906.34,909.94,260.0072
7,C559,2.2,3.8,5.0,10.0,915.0,1232.0,915.0,918.8,263.0486
7,C487,3.7,2.6,6.0,12.0,765.0,1154.0,921.48,924.08,265.2846
7,C361,0.0,2.6,6.0,12.0,690.0,994.0,924.08,926.68,265.2846
7,C260,1.5,0.6,8.5,17.0,795.0,995.0,933.39,933.99,270.8748
7,C289,3.3,3.0,13.0,17.5,780.0,1073.0,939.42,942.42,275.4025
7,C048,2.8,2.0,14.0,15.0,765.0,1083.0,945.66,947.66,278.0951
7,C566,2.5,3.2,20.5,18.5,630.0,1090.0,956.51,959.71,285.4775
7,C066,4.0,2.0,23.5,17.5,900.0,1130.0,963.51,965.51,288.6398
7,C492,2.2,2.8,26.5,21.5,795.0,1173.0,971.51,974.31,293.6398
7,C303,2.1,2.6,27.5,22.5,810.0,1209.0,976.01,978.61,295.054
7,C279,1.2,4.6,28.5,24.0,975.0,1382.0,980.77,985.37,296.8567
7,C581,2.6,2.0,24.5,29.0,795.0,1156.0,993.05,995.05,303.2599
7,C572,3.3,1.6,31.5,32.5,885.0,1251.0,1004.45,1006.05,311.0861
7,C439,2.9,2.0,30.0,40.0,975.0,1244.0,1015.22,1017.22,318.7346
7,C095,2.4,6.0,31.0,40.0,630.0,1151.0,1018.42,1024.42,319.7346
7,C437,2.7,2.0,32.5,41.0,885.0,1204.0,1026.59,1028.59,321.5374
7,C197,0.9,6.0,30.0,42.5,765.0,1061.0,1032.09,1038.09,324.4529
7,C540,4.5,6.0,30.0,42.5,900.0,1336.0,1038.09,1044.09,324.4529
7,C014,4.1,2.0,11.0,42.5,825.0,1249.0,1066.89,1068.89,343.4529
7,C479,1.2,6.0,3.0,34.0,840.0,1145.0,1082.89,1088.89,355.1255
7,C347,2.7,5.4,4.0,28.0,810.0,1143.0,1096.19,1101.59,361.2083
7,C308,1.6,1.8,5.0,21.5,825.0,1196.0,1109.48,1111.28,367.7847
7,C412,3.9,4.0,4.0,22.5,885.0,1163.0,1112.98,1116.98,369.199
7,C136,3.5,2.0,2.5,22.5,750.0,1147.0,1118.78,1120.78,370.699
7,C036,3.2,2.0,2.5,22.5,870.0,1280.0,1120.78,1122.78,370.699
7,C447,5.7,2.0,1.0,22.5,945.0,1382.0,1124.58,1126.58,372.199
7,C137,2.6,4.0,1.0,20.0,870.0,1151.0,1129.58,1133.58,374.699
7,C037,2.6,4.0,1.0,20.0,780.0,1213.0,1133.58,1137.58,374.699
7,C413,3.0,2.0,2.5,17.5,930.0,1225.0,1141.08,1143.08,377.6144
7,C131,0.9,4.0,5.0,17.5,945.0,1248.0,1146.08,1150.08,380.1144
7,C283,2.3,2.2,7.0,18.5,765.0,1181.0,1152.76,1154.96,382.3505
7,C293,0.0,4.4,9.0,12.0,1110.0,1439.0,1163.12,1167.52,389.1512
7,C586,3.9,5.6,10.5,12.0,930.0,1310.0,1169.32,1174.92,390.6512
7,C057,3.8,8.0,20.0,7.5,1125.0,1271.0,1187.54,1195.54,401.1631
7,C373,2.7,1.8,22.0,8.5,855.0,1273.0,1198.22,1200.02,403.3992
7,C180,1.6,2.0,42.5,12.5,990.0,1259.0,1225.08,1227.08,424.2858
7,C170,2.8,6.0,47.5,15.0,900.0,1269.0,1233.79,1239.79,429.876
7,C529,2.9,2.0,45.0,17.5,825.0,1287.0,1244.04,1246.04,433.4115
7,C167,1.9,2.0,23.5,20.0,1020.0,1320.0,1272.01,1274.01,455.0564
7,C021,3.6,4.0,15.0,26.0,1065.0,1374.0,1286.49,1290.49,465.4607
7,C362,2.6,3.8,12.0,29.0,855.0,1332.0,1295.59,1299.39,469.7033
7,DEPOT_RETURN,0.0,0.0,20.0,25.0,,,1310.12,1310.12,478.6476
