day_of_week,cust_id,demand_kg,service_time,x_coor,y_coor,expected_day
4,C116,4.2,8.0,10.0,42.5,7
4,C575,1.4,3.2,2.5,2.5,0
4,C505,2.3,4.0,10.0,42.5,7
4,C533,3.4,2.0,42.5,12.5,6
4,C171,2.9,4.0,47.5,17.5,7
4,C553,2.3,1.0,10.0,25.0,5
4,C599,1.8,3.0,13.0,17.5,7
4,C526,4.0,6.0,47.5,15.0,7
4,C538,2.1,6.0,31.0,40.0,6
4,C355,3.7,0.4,31.5,11.5,6
4,C504,1.7,8.0,10.0,40.0,6
4,C426,2.3,6.0,47.5,15.0,7
4,C437,2.7,2.0,32.5,41.0,6
4,C439,2.9,2.0,30.0,40.0,6
4,C035,2.1,2.0,2.5,17.5,6
4,C014,4.1,2.0,11.0,42.5,5
4,C092,3.4,4.0,33.5,42.5,7
4,C083,2.8,2.0,36.0,27.5,5
4,C126,3.2,2.0,4.0,31.0,6
4,C589,1.0,5.0,33.5,2.5,5
4,C318,2.9,2.4,10.0,20.0,0
4,C123,3.4,2.0,7.0,33.0,5
4,C405,3.1,4.0,10.0,42.5,5
4,C002,2.2,6.0,22.5,35.0,6
4,C194,1.9,2.0,32.5,41.0,6
4,C570,4.4,4.6,17.5,34.5,6
4,C431,3.5,4.0,44.0,17.5,0
4,C337,1.7,1.6,10.0,10.0,6
4,C540,4.5,6.0,30.0,42.5,6
4,C263,4.7,2.0,13.5,34.5,6
4,C009,2.2,2.0,19.0,35.0,5
4,C324,3.9,0.6,32.5,17.5,5
4,C402,3.0,6.0,11.0,37.5,7
4,C080,3.1,2.0,42.5,12.5,5
4,C101,3.0,2.0,26.0,37.5,6
4,C181,1.3,6.0,42.5,17.5,5
4,C527,2.7,4.0,47.5,17.5,6
4,C367,2.8,5.0,33.5,2.5,0
4,C232,3.3,4.6,17.5,34.5,6
4,C386,4.2,7.0,2.0,9.0,0
4,C429,1.8,2.0,45.0,17.5,6
4,C142,1.7,4.0,16.5,16.0,5
4,C012,2.0,4.0,12.5,42.5,7
4,C534,2.5,6.0,42.5,17.5,5
4,C046,3.3,6.0,15.0,16.0,5
4,C497,2.3,7.0,2.0,9.0,6
4,C371,0.8,3.0,28.5,34.0,7
4,C179,3.3,2.0,43.5,15.0,5
4,C550,2.4,6.0,36.0,17.5,7
4,C406,3.7,4.0,9.0,37.5,7
4,C125,1.0,8.0,11.0,33.0,5
4,C114,3.6,2.0,11.0,42.5,6
4,C484,0.0,3.6,28.5,14.5,7
4,C444,3.3,2.0,27.5,41.0,7
4,C545,2.4,2.0,10.0,41.0,7
4,C362,2.6,3.8,12.0,29.0,6
4,C119,2.4,2.0,7.5,40.0,6
4,C432,2.7,2.0,43.5,15.0,7
4,C537,2.5,2.0,32.5,41.0,6
4,C290,1.0,0.6,15.5,33.5,6
4,C446,2.1,2.0,9.0,40.0,0
4,C158,1.7,6.0,19.0,2.5,7
4,C563,0.0,1.2,32.5,10.0,5
4,C336,1.9,1.0,1.0,30.0,6
4,C115,2.0,8.0,10.0,40.0,7
4,C010,2.0,2.0,17.5,33.0,5
4,C528,1.1,2.0,46.0,15.0,5
4,C053,4.1,4.0,22.0,2.5,7
4,C129,2.6,2.0,10.0,25.0,6
4,C051,4.0,2.0,12.5,15.0,7
4,C374,2.7,1.6,23.0,6.5,5
4,C121,1.6,4.0,15.0,28.0,7
4,C294,1.2,5.4,13.0,13.5,5
4,C366,1.4,5.0,24.5,36.5,6
4,C186,3.0,2.0,33.0,27.5,6
5,C565,1.9,3.2,17.5,20.0,7
5,C421,1.2,2.0,20.0,2.5,6
5,C427,0.7,4.0,47.5,17.5,7
5,C509,1.1,4.0,5.0,17.5,7
5,C175,2.3,4.0,22.5,32.5,6
5,C470,2.7,4.6,17.5,34.5,6
5,C525,3.4,4.0,17.5,2.5,0
5,C502,0.4,6.0,11.0,37.5,0
5,C076,2.4,2.0,45.0,17.5,7
5,C338,2.1,3.2,2.5,2.5,6
5,C266,1.6,5.0,24.5,36.5,6
5,C070,2.6,6.0,47.5,15.0,7
5,C339,1.5,6.2,30.0,6.0,6
5,C064,2.6,2.0,24.0,15.0,7
5,C146,0.9,6.0,17.0,12.5,7
5,C453,1.0,1.0,10.0,25.0,0
5,C346,2.6,0.2,1.0,24.0,6
5,C430,2.1,2.0,44.0,15.0,7
5,C352,2.2,1.8,13.5,21.5,0
5,C541,0.9,4.0,29.0,37.5,7
5,C105,1.9,2.0,21.0,32.5,6
5,C451,3.0,3.8,27.5,10.0,6
5,C227,1.5,3.2,17.5,20.0,7
5,C532,1.1,2.0,43.5,15.0,6
5,C505,2.3,4.0,10.0,42.5,7
5,C599,1.8,3.0,13.0,17.5,7
5,C526,4.0,6.0,47.5,15.0,7
5,C364,1.9,1.8,7.5,38.5,7
5,C100,2.4,4.0,27.5,42.5,7
5,C355,3.7,0.4,31.5,11.5,6
5,C504,1.7,8.0,10.0,40.0,6
5,C426,2.3,6.0,47.5,15.0,7
5,C218,3.0,2.4,10.0,20.0,6
5,C439,2.9,2.0,30.0,40.0,6
5,C180,1.6,2.0,42.5,12.5,6
5,C126,3.2,2.0,4.0,31.0,6
5,C318,2.9,2.4,10.0,20.0,0
5,C194,1.9,2.0,32.5,41.0,6
5,C570,4.4,4.6,17.5,34.5,6
5,C438,2.1,6.0,31.0,40.0,6
5,C540,4.5,6.0,30.0,42.5,6
5,C344,4.9,3.6,5.5,7.0,6
5,C530,4.1,2.0,44.0,15.0,7
5,C407,1.6,4.0,7.5,37.5,6
5,C055,1.7,2.0,21.0,7.5,6
5,C561,0.4,1.8,22.5,32.5,6
5,C317,3.5,0.4,2.5,15.0,7
5,C101,3.0,2.0,26.0,37.5,6
5,C527,2.7,4.0,47.5,17.5,6
5,C367,2.8,5.0,33.5,2.5,0
5,C414,2.2,2.0,2.5,22.5,7
5,C232,3.3,4.6,17.5,34.5,6
5,C479,1.2,6.0,3.0,34.0,7
5,C252,1.3,1.8,13.5,21.5,7
5,C429,1.8,2.0,45.0,17.5,6
5,C086,1.5,2.0,33.0,27.5,6
5,C058,2.4,6.0,19.0,2.5,6
5,C356,3.2,1.2,26.5,6.0,6
5,C507,4.9,4.0,7.5,37.5,7
5,C518,2.7,4.0,22.0,2.5,0
5,C012,2.0,4.0,12.5,42.5,7
5,C550,2.4,6.0,36.0,17.5,7
5,C319,1.5,3.4,7.5,30.0,6
5,C211,2.3,2.4,10.0,32.5,7
5,C484,0.0,3.6,28.5,14.5,7
5,C444,3.3,2.0,27.5,41.0,7
5,C596,1.7,5.2,27.5,27.0,6
5,C432,2.7,2.0,43.5,15.0,7
5,C446,2.1,2.0,9.0,40.0,0
5,C158,1.7,6.0,19.0,2.5,7
5,C435,2.6,4.0,33.5,42.5,0
5,C576,3.8,6.2,30.0,6.0,7
5,C322,0.7,3.6,22.5,5.0,6
5,C336,1.9,1.0,1.0,30.0,6
5,C129,2.6,2.0,10.0,25.0,6
5,C580,5.6,2.6,23.5,23.5,7
5,C121,1.6,4.0,15.0,28.0,7
5,C418,2.0,4.0,22.0,2.5,0
5,C221,2.3,2.2,22.5,10.0,6
6,C436,2.0,8.0,32.5,42.5,7
6,C565,1.9,3.2,17.5,20.0,7
6,C406,3.7,4.0,9.0,37.5,7
6,C211,2.3,2.4,10.0,32.5,7
6,C021,3.6,4.0,15.0,26.0,7
6,C227,1.5,3.2,17.5,20.0,7
6,C116,4.2,8.0,10.0,42.5,7
6,C432,2.7,2.0,43.5,15.0,7
6,C505,2.3,4.0,10.0,42.5,7
6,C171,2.9,4.0,47.5,17.5,7
6,C568,1.5,4.2,20.0,30.0,7
6,C435,2.6,4.0,33.5,42.5,0
6,C073,3.7,2.0,46.0,15.0,7
6,C456,1.7,3.8,25.0,17.5,7
6,C060,3.0,4.0,17.5,2.5,7
6,C016,1.8,8.0,10.0,42.5,7
6,C404,2.8,8.0,10.0,40.0,7
6,C007,3.3,4.0,20.0,33.0,7
6,C252,1.3,1.8,13.5,21.5,7
6,C327,4.2,3.2,17.5,20.0,7
6,C507,4.9,4.0,7.5,37.5,7
6,C518,2.7,4.0,22.0,2.5,0
6,C012,2.0,4.0,12.5,42.5,7
7,C082,2.5,4.0,37.5,27.5,0
7,C575,1.4,3.2,2.5,2.5,0
7,C225,2.2,1.2,32.5,10.0,0
7,C367,2.8,5.0,33.5,2.5,0
7,C435,2.6,4.0,33.5,42.5,0
7,C518,2.7,4.0,22.0,2.5,0
